Experiment,Particle,E1,pt1,eta1,phi1
5785,j,514851,437843,-0.565515,0.35794
5786,j,955384,451601,1.37976,1.99343
5787,j,730231,635802,0.536078,1.49603
5788,j,1.70545e+06,1.17181e+06,-0.915126,-1.99201
5789,j,603867,390548,-0.995035,2.30138
5790,j,1.12059e+06,629858,1.17579,2.87667
5791,j,656463,591779,0.433134,-2.27196
5792,j,614826,536478,-0.478017,2.09909
5793,j,669751,385115,-1.1466,-3.02913
5794,j,1.1394e+06,1.09753e+06,-0.269461,-2.40023
5795,j,1.76887e+06,542175,1.85094,2.01427
5796,j,1.48398e+06,714133,1.35599,1.53662
5797,j,1.11092e+06,400589,-1.6784,-0.377422
5798,j,699290,673076,-0.220218,-2.23485
5799,j,639313,514260,-0.682517,2.21719
5800,j,1.75553e+06,244384,-2.65985,2.17091
5801,j,1.0642e+06,523366,-1.3255,-1.87523
5802,j,316106,252326,-0.693482,0.79608
5803,j,1.27146e+06,1.25604e+06,0.0884189,-1.12674
5804,j,529908,336142,1.02269,0.0819789
5805,j,648964,622187,0.247145,3.1313
5806,j,642991,287525,1.44314,0.124645
5808,j,845483,768290,-0.395687,0.860906
5809,j,672271,484490,-0.848995,1.41104
5810,j,1.32194e+06,960600,0.840445,2.36506
5811,j,916644,324369,1.69382,-2.79482
5813,j,694432,692498,0.06394,-2.5246
5815,j,398096,384240,0.0302184,2.56721
5816,j,252253,236476,0.344185,-1.57887
5817,j,974818,628436,1.00235,2.84896
5818,j,1.22557e+06,1.22041e+06,0.0651795,0.204873
5819,j,1.32845e+06,1.07611e+06,0.664222,-2.52777
5820,j,393399,366136,-0.322852,0.278749
5821,j,848530,843859,-0.096919,3.04649
5822,j,478759,467552,0.0395821,1.44707
5823,j,1.1457e+06,953806,-0.610087,0.0858007
5824,j,582894,486012,0.61268,-1.87086
5825,j,913825,798279,-0.528076,1.65606
5826,j,431587,402098,-0.336741,-0.452596
5827,j,1.20775e+06,529685,1.46461,-1.51222
5828,j,512276,504092,-0.11697,-3.01753
5830,j,1.07221e+06,685652,-1.01628,-2.73866
5831,j,680971,499029,-0.824101,-0.396332
5832,j,802172,780618,-0.231781,-1.72593
5833,j,1.02476e+06,701094,-0.918689,0.355686
5834,j,557025,334093,1.09336,-2.67315
5835,j,633565,585173,0.368442,1.67083
5836,j,443906,349498,0.71351,-1.94494
5837,j,448398,373923,-0.61712,2.03958
5838,j,938584,481473,1.28019,3.01662
5839,j,655067,557267,-0.582853,-2.92465
5840,j,1.88892e+06,725523,-1.61041,-2.68877
5841,j,686695,530707,-0.748338,0.240765
5842,j,359945,327166,-0.440741,-0.721426
5843,j,842727,804916,-0.277057,-0.141224
5844,j,1.11537e+06,599942,1.23109,-1.43984
5845,j,652081,375172,1.14795,-2.3557
5846,j,953912,399572,1.51526,-2.03858
5847,j,633256,550251,0.53062,-0.357758
5848,j,2.17419e+06,564400,2.0241,-2.43237
5849,j,440500,254084,1.13907,-2.50693
5850,j,825845,811484,-0.182789,-0.37986
5851,j,566050,435974,-0.752335,0.818977
5852,j,672315,409205,-1.07255,2.22356
5854,j,898981,865706,-0.264492,0.0108378
5855,j,481238,385736,-0.68395,1.00702
5856,j,584327,476664,-0.656151,1.08289
5857,j,1.84919e+06,1.04756e+06,1.16814,-2.82177
5858,j,448415,403936,-0.46031,2.25753
5859,j,1.09368e+06,658269,1.09176,-0.536814
5860,j,477065,449316,-0.333778,-3.06076
5861,j,683269,682166,-0.0440641,1.30254
5862,j,426018,418388,-0.13388,-0.207183
5863,j,366621,356013,-0.23484,0.939062
5864,j,880546,867087,-0.110328,-1.07166
5865,j,780207,775673,-0.039379,-2.74326
5866,j,1.34525e+06,1.03668e+06,-0.750626,1.28936
5867,j,719862,527112,-0.812823,-0.77975
5868,j,581622,357738,-1.06184,-0.196281
5869,j,855490,849744,-0.0104694,0.434192
5870,j,334224,263964,-0.660308,-2.74372
5872,j,1.20768e+06,686694,1.1518,0.79478
5873,j,907262,876710,0.255134,-1.37129
5874,j,403446,327966,0.660751,-0.515692
5875,j,555004,305000,-1.20205,2.0717
5876,j,1.74169e+06,377974,2.20842,-0.88372
5877,j,1.36485e+06,615018,1.43217,1.66192
5878,j,1.33157e+06,918052,-0.883846,-1.16213
5879,j,1.1017e+06,763422,-0.907613,-0.702897
5880,j,1.49322e+06,524808,1.70323,-0.226545
5881,j,860444,689143,0.684957,-0.76886
5882,j,620399,609182,-0.0877538,1.66065
5883,j,530782,464120,-0.526745,0.200337
5884,j,509136,432345,0.554353,-2.26445
5885,j,246638,241550,-0.0789686,-0.674096
5886,j,655739,604010,-0.396474,1.06588
5887,j,851998,841161,0.142404,2.20567
5888,j,1.05959e+06,875092,0.619669,-2.75623
5889,j,940740,697320,-0.800856,-0.611855
5890,j,778685,419040,-1.22996,-2.70971
5891,j,645882,619839,0.269837,2.22788
5892,j,386478,373994,-0.206747,-2.82346
5893,j,683367,382384,-1.18362,3.03185
5894,j,416277,357209,-0.550902,2.70136
5895,j,724657,657734,-0.444478,0.615887
5896,j,542928,444414,-0.646334,0.0619863
5897,j,389938,280698,-0.851012,-0.746014
5898,j,721360,665958,-0.334648,2.74676
5899,j,2.36452e+06,1.14353e+06,-1.35492,-2.1393
5900,j,1.44358e+06,1.35181e+06,-0.353689,-3.02389
5901,j,524135,509763,0.166505,-0.912537
5902,j,758269,400377,1.25313,0.0479457
5903,j,354378,353139,0.0108573,1.34584
5905,j,1.43896e+06,487567,1.74531,-1.02524
5906,j,400973,312449,-0.722224,0.460397
5907,j,1.16925e+06,843817,0.84766,0.612491
5908,j,678345,476239,-0.874243,-0.979544
5909,j,487274,454875,-0.356183,1.10501
5910,j,543349,487817,-0.471553,-0.960195
5911,j,572972,554709,0.220279,-2.89943
5912,j,504251,318140,1.02683,0.0171039
5913,j,608541,517799,0.555343,-2.93636
5914,j,675601,551146,-0.654239,1.08846
5915,j,647249,549152,0.580948,3.13237
5916,j,1.22522e+06,819797,-0.954103,-1.30205
5917,j,819158,567540,-0.907816,-1.07112
5918,j,772603,770703,0.0334853,-2.85898
5919,j,272095,266506,-0.156014,0.767253
5920,j,877310,521709,-1.09337,2.11539
5921,j,482860,330132,-0.912289,0.603465
5922,j,605642,536206,0.499058,0.257164
5923,j,835577,807514,0.250187,-1.11877
5924,j,665024,537087,-0.673827,0.314685
5925,j,430025,399728,-0.373117,0.465993
5926,j,541653,524803,-0.238723,1.90736
5927,j,1.31983e+06,829846,1.03831,-1.19324
5928,j,771345,562620,0.824051,-0.364707
5929,j,572988,564336,0.153337,0.218508
5930,j,948443,880129,0.374477,0.645302
5931,j,654473,539285,0.641511,0.110375
5932,j,476041,432181,0.442743,1.91754
5933,j,928670,766033,0.620615,-1.27099
5934,j,558121,555629,-0.0439318,1.57193
5935,j,805109,767381,-0.280037,-0.359903
5936,j,825502,474645,-1.13862,2.04391
5937,j,606179,432735,-0.851287,0.554355
5938,j,1.09052e+06,688406,-1.03257,0.751338
5939,j,1.06345e+06,1.05827e+06,0.0745685,-2.51604
5940,j,990376,670289,0.903848,0.386181
5941,j,1.1152e+06,850793,-0.758973,-1.5716
5942,j,443928,366715,0.628706,2.56476
5943,j,401945,369805,0.38466,-2.49771
5944,j,652171,524400,0.684084,-2.36176
5945,j,754775,717896,-0.306691,0.796754
5946,j,1.32685e+06,510448,-1.60729,-0.718902
5947,j,560042,519109,0.358024,-3.07125
5948,j,1.05414e+06,602824,1.15672,-1.80213
5949,j,1.02001e+06,616915,1.08279,-0.950565
5950,j,628668,615835,0.0841183,-0.80425
5951,j,1.41549e+06,1.40606e+06,-0.0838284,0.968803
5952,j,923662,574871,1.051,1.59579
5953,j,1.05429e+06,808855,0.758693,1.33812
5954,j,554717,433656,-0.727252,-2.14921
5955,j,633207,608857,-0.281079,-1.69533
5956,j,884825,880796,0.0563349,2.55389
5957,j,936271,749475,0.688603,-0.448866
5958,j,1.40339e+06,663725,1.37868,-0.159351
5960,j,720065,648592,-0.45062,-0.847013
5961,j,631235,624131,-0.0805892,1.62971
5962,j,519292,503130,0.18343,2.4677
5963,j,809151,566615,-0.863255,2.42206
5964,j,788355,774821,-0.17119,-2.73616
5965,j,612667,602638,0.0926829,-2.38595
5966,j,1.48452e+06,1.15926e+06,-0.728307,2.34871
5967,j,1.34462e+06,693581,-1.28008,0.382781
5968,j,421364,300559,0.850312,-2.08341
5969,j,1.07597e+06,524455,-1.33905,0.441921
5970,j,1.33652e+06,484326,1.6692,0.976949
5971,j,2.27006e+06,305139,-2.69513,1.9308
5972,j,902233,896406,0.074661,-2.64381
5973,j,280312,213968,-0.756832,2.56632
5974,j,502863,473330,-0.344244,-1.62316
5976,j,1.68856e+06,1.14044e+06,0.941594,2.18661
5977,j,890584,818409,0.390444,3.06256
5978,j,702718,684845,0.013849,1.97112
5979,j,664068,633515,-0.2317,2.96116
5980,j,653072,611984,0.329084,-1.56827
5981,j,1.01969e+06,795303,0.713182,2.54211
5982,j,465080,444880,-0.256204,2.67031
5983,j,569191,340140,1.09634,-2.04728
5984,j,771167,635314,0.635243,-2.89154
5985,j,689361,422784,-1.06995,1.16113
5986,j,2.46203e+06,613067,2.06731,1.97546
5987,j,1.43256e+06,564781,1.58019,-1.1608
5988,j,595739,459804,0.746356,-2.63544
5989,j,1.32189e+06,630028,-1.37098,-1.59296
5990,j,1.05703e+06,440250,-1.51581,-0.823416
5991,j,796685,439469,1.19885,1.12046
5992,j,564053,382710,-0.93474,1.16561
5993,j,899977,397828,-1.45617,1.84497
5994,j,463732,298083,-0.992569,2.80824
5995,j,1.27169e+06,371093,1.90243,0.953263
5996,j,753966,509267,0.941136,-0.248487
5997,j,242760,240017,0.14602,-2.71076
5998,j,306281,298847,-0.160905,-1.33928
5999,j,966630,700091,0.846663,-2.35215
6000,j,1.20535e+06,915543,0.770023,-0.991461
6001,j,681784,647656,-0.205584,2.87646
6002,j,850411,272234,-1.80457,2.18838
6003,j,1.42889e+06,1.41923e+06,0.0413808,-0.570183
6004,j,651149,615892,-0.29476,-0.680829
6005,j,976344,916297,0.354202,-0.65955
6006,j,637355,556766,-0.529991,2.86183
6007,j,2.62976e+06,528440,2.2874,-0.751658
6008,j,1.14055e+06,1.08401e+06,-0.248362,1.37552
6009,j,712929,606188,0.557416,0.158717
6011,j,491177,228850,-1.3946,-0.609716
6013,j,702202,677972,0.241432,2.84162
6014,j,453915,402128,-0.466023,-0.252378
6015,j,1.65951e+06,1.18818e+06,0.859199,-0.722938
6016,j,789555,596685,-0.7825,0.152485
6017,j,318947,311231,0.160765,1.79354
6018,j,424085,406988,-0.268666,-0.383956
6019,j,296899,287317,-0.188088,-1.42482
6020,j,550671,530131,-0.139474,2.54556
6021,j,1.0493e+06,682026,-0.98694,2.2561
6022,j,571996,303410,1.24692,-3.02695
6023,j,1.36226e+06,283030,2.25301,1.01677
6024,j,881732,493479,-1.18011,-0.466714
6025,j,793726,377215,1.37256,-1.35213
6026,j,373394,347011,0.350938,0.556432
6027,j,1.03233e+06,632000,1.07245,-0.996548
6028,j,505153,483747,0.268627,1.09828
6029,j,1.1451e+06,850957,-0.80671,-0.542008
6030,j,640097,630556,-0.140349,-0.48019
6031,j,899349,618579,-0.91912,1.44607
6032,j,511333,481312,-0.339413,2.33834
6033,j,713713,289604,-1.54671,-1.37559
6034,j,279013,262175,0.284352,-0.280305
6035,j,872169,867168,0.042848,-2.71606
6036,j,707140,428934,1.0833,-0.921445
6037,j,2.48183e+06,350846,2.64447,2.86398
6038,j,673193,671811,-0.00253544,-2.09034
6039,j,240674,236952,0.141558,-1.60085
6040,j,642154,597400,0.353884,2.79158
6041,j,790252,504306,-1.01138,-1.4303
6042,j,474300,469763,-0.0459941,2.7937
6043,j,523190,510252,0.21854,1.08612
6044,j,575723,530398,-0.367885,-2.49822
6045,j,857383,748909,0.495157,-1.08343
6046,j,411049,399499,0.227579,1.2655
6047,j,514237,449241,-0.517045,1.53009
6048,j,596190,552892,-0.376343,-2.93001
6049,j,928229,811594,-0.520876,-2.07345
6050,j,708572,479313,0.942174,2.00697
6051,j,879205,576673,-0.974726,0.78524
6052,j,704458,364861,1.26679,-2.4426
6053,j,708777,250202,1.69794,2.31182
6054,j,609727,446702,-0.827268,2.89567
6055,j,829600,825979,-0.0686213,2.38887
6056,j,367043,331770,0.436092,0.429847
6057,j,700301,667077,-0.298114,0.076833
6058,j,510141,487573,-0.0185786,-1.47444
6059,j,794228,326964,1.53499,-2.92938
6060,j,562844,307766,-1.20293,2.98364
6061,j,1.18226e+06,700226,-1.11397,0.989447
6062,j,1.06795e+06,609238,1.14148,0.570659
6063,j,454886,446025,0.121527,0.638516
6064,j,384841,359070,0.371932,-1.26576
6065,j,619901,455494,0.806411,0.762801
6066,j,922497,822293,-0.481726,-0.736968
6067,j,670197,664669,0.10134,0.0160663
6068,j,877717,665124,0.76933,2.04338
6069,j,650351,445884,0.909904,-3.12646
6070,j,459696,441483,-0.256539,-2.48223
6071,j,894320,892834,0.0248602,-0.897604
6072,j,722324,551085,-0.744438,2.66591
6073,j,1.12155e+06,681071,1.08082,-0.0387311
6074,j,1.52877e+06,344980,-2.16849,-1.53134
6075,j,944938,788034,-0.587431,-0.868157
6076,j,493699,473392,-0.246399,1.28844
6077,j,864646,781934,-0.393106,2.93661
6078,j,242791,203908,0.52741,2.4793
6079,j,768840,436852,-1.16499,-3.07673
6080,j,885710,680593,-0.755579,-0.552983
6081,j,1.31787e+06,532847,1.55381,0.697965
6082,j,301769,291513,-0.243023,1.99806
6083,j,690025,564025,0.651426,1.11047
6084,j,1.29521e+06,1.14095e+06,0.490743,3.04055
6085,j,490386,440396,0.457558,-0.842418
6086,j,585069,327526,-1.17897,1.22029
6087,j,815413,627682,-0.749357,2.63806
6088,j,477282,470350,-0.149645,-1.60334
6089,j,3.23146e+06,726471,2.17269,0.607422
6090,j,843654,657545,0.721666,3.06228
6091,j,731888,629898,-0.538511,-1.11309
6092,j,553831,439863,0.682052,0.018486
6093,j,961047,832121,0.547863,2.40636
6094,j,328531,321265,0.171547,-0.423669
6095,j,408917,251809,1.06514,0.225395
6096,j,1.36333e+06,1.06232e+06,0.733743,-1.97269
6097,j,1.39445e+06,1.25263e+06,-0.466826,-3.06341
6098,j,1.25689e+06,914409,0.83815,1.01441
6099,j,1.33068e+06,957351,0.856304,-0.50751
6100,j,1.04296e+06,446060,1.48581,-2.18107
6101,j,2.57023e+06,695511,-1.98075,-1.4791
6102,j,550683,489463,0.491634,0.960122
6103,j,1.30937e+06,1.2348e+06,0.307839,-0.261301
6104,j,402860,380160,-0.315843,-1.37127
6105,j,860758,749805,-0.501804,1.38946
6106,j,749356,710270,-0.316948,0.963871
6107,j,797820,711663,-0.455777,-1.71111
6108,j,476133,404384,0.583053,-3.06661
6109,j,447014,354219,0.699785,-2.1632
6110,j,606347,421480,0.887511,1.95759
6111,j,761545,683281,-0.460004,0.81146
6112,j,1.2077e+06,794167,0.951173,0.788309
6113,j,963742,804044,0.601351,2.93748
6114,j,729627,695816,0.285442,0.23812
6115,j,556397,478166,-0.556329,-0.566305
6116,j,611754,599007,-0.10606,1.29213
6117,j,1.40503e+06,764968,-1.21378,-1.87176
6118,j,861687,754811,0.515671,0.434641
6119,j,297857,275805,-0.388033,0.343709
6120,j,1.23523e+06,659621,1.23915,1.36028
6121,j,717361,707445,0.0261989,-0.621106
6122,j,654674,405209,-1.05769,-0.266574
6123,j,863076,725178,0.602924,-1.35069
6124,j,1.14518e+06,1.08078e+06,-0.338589,0.0579773
6125,j,401929,397493,-0.108253,-0.0567219
6126,j,1.01214e+06,570997,-1.17308,0.305533
6127,j,803849,570587,-0.875225,1.86379
6128,j,828942,815040,0.144458,-0.302264
6129,j,1.054e+06,944727,0.473995,0.307204
6130,j,399533,292690,0.823403,-2.73245
6131,j,516940,514428,0.0104423,0.330809
6132,j,813779,785384,0.262347,-1.17086
6133,j,2.22402e+06,716713,1.79841,-3.07604
6134,j,985301,708151,-0.855821,-1.80632
6135,j,1.90356e+06,473906,2.06737,-2.05784
6136,j,587782,584690,0.0154673,-1.14667
6137,j,690775,615350,-0.480828,-0.955819
6138,j,733189,673013,-0.403308,-1.52709
6139,j,1.04863e+06,864445,-0.630862,-0.0531978
6140,j,1.05931e+06,980242,0.390321,-1.61718
6141,j,1.7899e+06,222008,-2.77589,2.27381
6142,j,364646,361521,-0.0946771,3.09904
6143,j,757868,653796,-0.545054,-2.62225
6144,j,1.94271e+06,1.09009e+06,-1.18006,0.847458
6145,j,759686,735943,-0.235057,2.01384
6146,j,982618,974438,-0.124247,0.951459
6147,j,1.19686e+06,776225,-0.994322,-0.668758
6148,j,1.03936e+06,1.02952e+06,-0.131665,2.19385
6149,j,1.1718e+06,495566,-1.50193,3.13837
6150,j,1.5058e+06,866219,1.1493,0.602778
6151,j,1.33107e+06,1.32297e+06,-0.030826,-0.127139
6152,j,442824,435163,-0.047126,-0.76624
6153,j,483030,471801,-0.192513,2.89757
6154,j,1.37374e+06,1.18173e+06,0.556494,1.61292
6155,j,1.40183e+06,1.34547e+06,0.286457,-2.35358
6156,j,464340,452665,-0.0958271,-3.06493
6157,j,574121,565651,-0.0148574,-2.46407
6158,j,1.36268e+06,440070,-1.79519,2.42014
6160,j,1.02665e+06,582899,1.16336,-1.21778
6161,j,652124,645479,0.114585,3.00586
6162,j,932936,922029,0.152466,-2.0544
6163,j,611484,557271,-0.396689,1.38128
6164,j,441477,427343,-0.107577,-1.78305
6165,j,324106,321307,0.0980759,0.0623177
6166,j,706815,683325,-0.238091,-0.0818009
6167,j,1.02472e+06,799117,-0.734448,-2.07031
6168,j,959195,329650,-1.72967,-0.448654
6169,j,448317,324465,-0.839142,0.464417
6170,j,796490,792974,0.0685552,-1.5028
6171,j,633999,540499,0.56718,1.16665
6172,j,789428,618210,-0.725243,2.67839
6173,j,600226,319141,-1.23767,-2.84316
6174,j,936577,874794,0.30304,-2.41047
6175,j,443073,364286,-0.64349,-1.12955
6176,j,609188,555570,0.426432,-2.31056
6177,j,419237,269073,-1.0037,-0.55032
6178,j,855071,854016,-0.00766213,0.617921
6179,j,490269,485053,0.139537,0.73446
6180,j,2.43685e+06,1.26834e+06,-1.26392,0.0945305
6181,j,240483,205724,0.57149,-2.73011
6182,j,486411,392847,-0.670373,-0.348732
6183,j,899438,882788,-0.177939,0.0400802
6184,j,476108,469546,0.114487,-2.9167
6185,j,559147,256764,1.40941,2.90817
6186,j,551113,472662,0.551902,1.4281
6187,j,1.25288e+06,999784,-0.691928,-1.66662
6188,j,817912,259998,1.81231,-2.75467
6189,j,777886,711991,-0.409098,-2.42633
6190,j,616714,591680,-0.276169,2.71485
6191,j,1.07528e+06,345162,1.80068,-1.4023
6192,j,736649,685051,0.340912,2.44579
6193,j,719795,636550,0.483644,-0.368758
6194,j,1.01974e+06,544787,1.23512,2.08608
6195,j,750786,502351,0.951571,-2.37247
6196,j,801669,710658,-0.484186,-2.84025
6197,j,583351,567664,0.200913,-3.03264
6198,j,612949,437761,-0.864579,0.973664
6199,j,606358,477456,0.718556,-3.01145
6200,j,558421,513199,0.402117,2.16307
6201,j,724716,713872,0.164386,-2.31566
6202,j,713350,620101,0.539069,-1.47279
6203,j,651017,608428,0.363271,-1.60225
6204,j,651926,541552,0.623143,2.62533
6205,j,540368,518538,0.173401,2.9639
6206,j,751603,421414,1.18143,1.58088
6207,j,612846,428467,-0.871261,-0.160178
6208,j,1.02872e+06,445306,-1.47959,1.766
6209,j,487494,481294,-0.11777,-2.70405
6210,j,632554,616251,0.18506,2.65799
6211,j,712225,666904,-0.309979,2.98565
6212,j,1.10017e+06,1.02624e+06,-0.333937,-0.501498
6213,j,1.08816e+06,398842,-1.66093,-1.10262
6214,j,1.59267e+06,604092,-1.6239,1.62689
6215,j,561784,326671,-1.13534,-0.619332
6216,j,907371,627945,-0.896521,-0.119921
6217,j,2.47089e+06,806683,1.78123,-2.3637
6218,j,342345,233751,-0.922318,0.481205
6219,j,1.70085e+06,1.14214e+06,0.951162,2.50197
6220,j,233768,222876,0.260757,2.39486
6221,j,608449,591283,-0.212466,-0.275175
6222,j,914481,553176,1.07018,1.42976
6223,j,665006,662549,0.0578589,0.57731
6224,j,647970,384196,-1.11221,-2.72187
6225,j,723592,514578,-0.860032,2.37397
6226,j,931010,356034,-1.61405,1.89997
6227,j,458778,446562,0.200243,1.14724
6228,j,612497,611045,-0.0209294,0.828843
6229,j,306872,291733,-0.311957,0.481638
6230,j,1.04357e+06,744745,0.864771,1.06488
6231,j,228815,179480,0.711878,2.572
6232,j,811771,621339,0.74046,-1.53961
6233,j,1.9468e+06,594391,1.85508,1.74286
6234,j,1.23028e+06,1.00051e+06,-0.66214,-2.05659
6235,j,532982,486057,0.409712,2.74217
6236,j,740095,685503,0.395169,-1.77143
6237,j,653992,431804,0.972438,1.82766
6239,j,851496,821155,0.26019,-0.29457
6240,j,794955,625099,0.716968,2.62274
6241,j,834113,639582,-0.753713,2.00417
6242,j,707476,579191,-0.627039,-0.949247
6243,j,520805,433425,0.621256,0.0339394
6244,j,1.17873e+06,1.14961e+06,-0.140383,0.310935
6245,j,565170,390064,-0.914576,0.750849
6246,j,993302,807131,-0.649424,3.04287
6247,j,1.66907e+06,1.28853e+06,0.750583,2.2527
6248,j,760175,653571,0.538473,0.770141
6249,j,552003,470247,-0.561685,2.02916
6250,j,563689,463317,-0.626855,0.455606
6251,j,693728,555919,-0.663359,-2.53667
6252,j,610575,568020,-0.358182,-2.33805
6253,j,415803,399769,-0.266138,1.66586
6254,j,979264,480412,-1.33478,2.33831
6255,j,491661,398149,0.664428,-1.68888
6256,j,693917,480693,-0.90424,1.30373
6257,j,489180,399856,0.652204,0.145511
6258,j,778061,714376,-0.415522,2.17994
6259,j,547136,366821,-0.947591,-1.00403
6261,j,1.04972e+06,413628,1.58139,-1.61288
6262,j,820402,629679,0.753129,0.960103
6263,j,1.49577e+06,362341,2.09482,-1.05088
6264,j,1.11176e+06,234577,2.23602,-0.312176
6265,j,1.14052e+06,614382,1.22885,-1.63664
6266,j,1.09892e+06,310626,1.9359,0.966706
6267,j,694152,674336,-0.138721,0.0201022
6268,j,604557,503512,0.590503,2.03871
6269,j,466269,415548,-0.486625,-2.37632
6270,j,960304,280582,-1.90058,2.03874
6271,j,1.20586e+06,736367,1.07511,-0.192672
6274,j,437953,359715,0.625655,2.4926
6275,j,1.43237e+06,904014,1.03343,2.32874
6276,j,556581,533780,-0.283376,2.34229
6277,j,1.0832e+06,1.00612e+06,0.381504,1.16092
6278,j,1.1983e+06,957830,-0.680178,1.86091
6279,j,406445,400304,0.0188678,-1.66923
6280,j,725986,586911,-0.652986,-1.03607
6281,j,796706,779994,0.0979251,-0.596993
6282,j,974327,798289,-0.652069,-0.474486
6283,j,533406,527637,0.137925,-2.37516
6284,j,511879,461820,-0.44421,0.741311
6285,j,1.17316e+06,714518,1.07106,-0.337284
6286,j,674309,671874,-0.0721203,0.708298
6287,j,517836,415693,-0.672134,0.255826
6288,j,1.35362e+06,934936,-0.913532,0.250139
6289,j,846827,650014,0.739036,-1.99876
6290,j,694130,438298,-1.03164,2.7138
6291,j,492868,475237,-0.234704,-2.10468
6292,j,1.62958e+06,688688,1.50405,-0.44809
6293,j,479398,431515,0.465523,1.27444
6294,j,604417,463363,-0.758,-2.95223
6295,j,552030,538660,-0.177007,-0.120021
6296,j,404455,373424,-0.402761,0.54598
6297,j,471874,447692,-0.188545,1.00258
6298,j,845835,834597,0.134274,2.87709
6299,j,858559,492187,-1.15436,-2.15528
6300,j,1.15922e+06,587029,1.30141,-0.724214
6301,j,2.01713e+06,750489,-1.64487,0.593315
6302,j,762243,679997,-0.41501,0.537005
6303,j,704830,623249,0.485526,-1.85254
6304,j,1.24774e+06,771569,1.04633,2.12926
6305,j,617886,607760,-0.154628,-2.43866
6306,j,2.03328e+06,2.02549e+06,-0.0391813,-1.67959
6307,j,731498,726592,0.0960503,0.0582727
6308,j,531176,386335,-0.833633,-2.18402
6309,j,1.61651e+06,934473,1.14294,0.425361
6310,j,640669,628029,0.165275,-3.03664
6311,j,1.3875e+06,806049,-1.13354,-1.46089
6312,j,915665,559250,-1.07184,-1.10338
6313,j,837159,624981,-0.786426,0.497408
6314,j,840670,599606,0.863138,-2.89915
6315,j,2.03345e+06,2.02932e+06,-0.0109146,0.265897
6316,j,706302,698479,0.135057,0.010852
6317,j,684022,432814,-1.03006,-1.09856
6318,j,783520,434923,-1.17373,2.13765
6319,j,631133,580476,-0.380952,0.542323
6320,j,1.09988e+06,949812,0.552713,2.33829
6321,j,1.11427e+06,1.00615e+06,0.4566,0.0914633
6322,j,903533,828581,-0.421616,-0.449414
